voucher_pk,gp_lgd_code,fiscal_year,voucher_no,voucher_id,direction,type,date,month,amount
7002,117153,2021-2022,FFC/2021-22/R/1,14896,receipt,Direct Receipts,2021-04-28,April,34181.0
7003,117153,2021-2022,4THSFC/2021-22/R/2,48256,receipt,Direct Receipts,2021-05-28,May,6000.0
7004,117153,2021-2022,5THSFC/2021-22/R/1,18949,receipt,Direct Receipts,2021-05-28,May,321556.0
7005,117153,2021-2022,5THSFC/2021-22/R/2,18950,receipt,Direct Receipts,2021-05-28,May,321556.0
7006,117153,2021-2022,NOAPS/2021-22/R/3,48228,receipt,Direct Receipts,2021-05-28,May,271200.0
7007,117153,2021-2022,XVFC/2021-22/R/1,18948,receipt,Direct Receipts,2021-05-28,May,482886.0
7008,117153,2021-2022,XVFC/2021-22/R/2,48259,receipt,Reverse Receipt -PFMS,2021-05-28,May,294099.0
7009,117153,2021-2022,NOAPS/2021-22/R/4,48234,receipt,Direct Receipts,2021-06-18,June,600000.0
7010,117153,2021-2022,4THSFC/2021-22/R/3,65963,receipt,Direct Receipts,2021-07-15,July,19017.0
7011,117153,2021-2022,HY/2021-22/R/2,65014,receipt,Direct Receipts,2021-07-15,July,546.0
7012,117153,2021-2022,FFC/2021-22/R/2,65980,receipt,Direct Receipts,2021-07-17,July,36343.0
7013,117153,2021-2022,5THSFC/2021-22/R/3,103901,receipt,Direct Receipts,2021-08-10,August,321537.0
7014,117153,2021-2022,NOAPS/2021-22/R/5,103241,receipt,Direct Receipts,2021-08-10,August,1833.0
7015,117153,2021-2022,OWN/2021-22/R/4,103249,receipt,Direct Receipts,2021-08-10,August,602.0
7016,117153,2021-2022,FFC/2021-22/R/3,66197,receipt,Refund of Excess Payment,2021-08-11,August,8000.0
7017,117153,2021-2022,4THSFC/2021-22/R/4,103253,receipt,Direct Receipts,2021-08-27,August,18000.0
7018,117153,2021-2022,XVFC/2021-22/R/3,104132,receipt,Reverse Receipt -PFMS,2021-09-08,September,441149.0
7019,117153,2021-2022,NOAPS/2021-22/R/6,103243,receipt,Direct Receipts,2021-09-17,September,185200.0
7020,117153,2021-2022,NOAPS/2021-22/R/7,103244,receipt,Direct Receipts,2021-09-18,September,44800.0
7021,117153,2021-2022,4THSFC/2021-22/R/5,118080,receipt,Direct Receipts,2021-10-01,October,19099.0
7022,117153,2021-2022,NOAPS/2021-22/R/8,117429,receipt,Direct Receipts,2021-10-01,October,1593.0
7023,117153,2021-2022,OWN/2021-22/R/5,118082,receipt,Direct Receipts,2021-10-04,October,326000.0
7024,117153,2021-2022,4THSFC/2021-22/R/6,118084,receipt,Direct Receipts,2021-10-10,October,44000.0
7025,117153,2021-2022,HY/2021-22/R/3,117450,receipt,Direct Receipts,2021-10-10,October,387.0
7026,117153,2021-2022,NOAPS/2021-22/R/9,117432,receipt,Direct Receipts,2021-10-21,October,233400.0
7027,117153,2021-2022,XVFC/2021-22/R/4,166011,receipt,Reverse Receipt -PFMS,2022-01-03,January,294099.0
7028,117153,2021-2022,4THSFC/2021-22/R/7,190357,receipt,Direct Receipts,2022-01-13,January,326000.0
7029,117153,2021-2022,4THSFC/2021-22/R/8,190359,receipt,Direct Receipts,2022-01-13,January,14000.0
7030,117153,2021-2022,HY/2021-22/R/4,190349,receipt,Direct Receipts,2022-01-13,January,241.0
7031,117153,2021-2022,NOAPS/2021-22/R/10,190130,receipt,Direct Receipts,2022-01-13,January,236600.0
7032,117153,2021-2022,NOAPS/2021-22/R/11,190145,receipt,Direct Receipts,2022-01-13,January,1175.0
7033,117153,2021-2022,OWN/2021-22/R/6,190334,receipt,Direct Receipts,2022-01-13,January,385.0
7034,117153,2021-2022,OWN/2021-22/R/7,190335,receipt,Direct Receipts,2022-01-13,January,382.0
7035,117153,2021-2022,5THSFC/2021-22/R/4,190362,receipt,Direct Receipts,2022-01-14,January,24325.0
7036,117153,2021-2022,NOAPS/2021-22/R/12,190149,receipt,Direct Receipts,2022-02-01,February,236600.0
7037,117153,2021-2022,4THSFC/2021-22/R/9,323371,receipt,Direct Receipts,2022-02-12,February,20000.0
7038,117153,2021-2022,OWN/2021-22/R/8,201947,receipt,Direct Receipts,2022-02-14,February,2000.0
7039,117153,2021-2022,FFC/2021-22/R/4,192919,receipt,Direct Receipts,2022-02-16,February,200000.0
7040,117153,2021-2022,OWN/2021-22/R/9,201948,receipt,Direct Receipts,2022-02-17,February,102050.0
7041,117153,2021-2022,NOAPS/2021-22/R/13,244651,receipt,Direct Receipts,2022-03-05,March,233100.0
7042,117153,2021-2022,XVFC/2021-22/R/5,336742,receipt,Reverse Receipt -PFMS,2022-03-24,March,441430.0
7043,117153,2021-2022,NOAPS/2021-22/R/14,244710,receipt,Direct Receipts,2022-03-28,March,175300.0
7044,117153,2021-2022,4THSFC/2021-22/R/10,323374,receipt,Direct Receipts,2022-03-30,March,34560.0
7045,117153,2021-2022,4THSFC/2021-22/R/11,323377,receipt,Direct Receipts,2022-03-30,March,39480.0
7046,117153,2021-2022,HY/2021-22/P/1,1730,payment,Expenditures,2021-04-05,April,6000.0
7047,117153,2021-2022,FFC/2021-22/P/1,3904,payment,Expenditures,2021-04-15,April,6000.0
7048,117153,2021-2022,FFC/2021-22/P/2,3908,payment,Expenditures,2021-04-15,April,6000.0
7049,117153,2021-2022,FFC/2021-22/P/3,3913,payment,Expenditures,2021-04-15,April,6000.0
7050,117153,2021-2022,4THSFC/2021-22/P/1,30163,payment,Expenditures,2021-04-22,April,74040.0
7051,117153,2021-2022,FFC/2021-22/P/4,7769,payment,Expenditures,2021-04-22,April,141194.0
7052,117153,2021-2022,NOAPS/2021-22/P/1,30157,payment,Expenditures,2021-04-22,April,209600.0
7053,117153,2021-2022,OWN/2021-22/P/1,29713,payment,Expenditures,2021-04-22,April,80815.0
7054,117153,2021-2022,OWN/2021-22/P/2,29728,payment,Expenditures,2021-04-22,April,3000.0
7055,117153,2021-2022,OWN/2021-22/P/3,30135,payment,Expenditures,2021-04-22,April,1500.0
7056,117153,2021-2022,OWN/2021-22/P/4,30136,payment,Expenditures,2021-04-22,April,500.0
7057,117153,2021-2022,OWN/2021-22/P/5,30137,payment,Expenditures,2021-04-22,April,500.0
7058,117153,2021-2022,XVFC/2021-22/P/1,7781,payment,Expenditures,2021-04-22,April,92630.0
7059,117153,2021-2022,HY/2021-22/P/2,30150,payment,Expenditures,2021-05-12,May,6000.0
7060,117153,2021-2022,HY/2021-22/P/3,30151,payment,Expenditures,2021-05-12,May,15.0
7061,117153,2021-2022,OWN/2021-22/P/6,30139,payment,Expenditures,2021-05-12,May,39480.0
7062,117153,2021-2022,OWN/2021-22/P/7,30141,payment,Expenditures,2021-05-12,May,3000.0
7063,117153,2021-2022,FFC/2021-22/P/5,42221,payment,Expenditures,2021-05-22,May,321215.0
7064,117153,2021-2022,FFC/2021-22/P/6,42222,payment,Expenditures,2021-05-22,May,46229.0
7065,117153,2021-2022,NOAPS/2021-22/P/2,116993,payment,Expenditures,2021-05-28,May,220000.0
7066,117153,2021-2022,FFC/2021-22/P/7,52971,payment,Expenditures,2021-05-30,May,92647.0
7067,117153,2021-2022,HY/2021-22/P/4,117026,payment,Expenditures,2021-06-03,June,4000.0
7068,117153,2021-2022,OWN/2021-22/P/8,116971,payment,Expenditures,2021-06-04,June,40472.0
7069,117153,2021-2022,OWN/2021-22/P/9,116976,payment,Expenditures,2021-06-04,June,88.5
7070,117153,2021-2022,HY/2021-22/P/5,117032,payment,Expenditures,2021-06-18,June,8000.0
7071,117153,2021-2022,4THSFC/2021-22/P/2,117039,payment,Expenditures,2021-06-28,June,47457.0
7072,117153,2021-2022,FFC/2021-22/P/8,123161,payment,Expenditures,2021-07-15,July,238371.0
7073,117153,2021-2022,FFC/2021-22/P/9,123169,payment,Expenditures,2021-07-15,July,141802.0
7074,117153,2021-2022,HY/2021-22/P/6,161510,payment,Expenditures,2021-07-15,July,15.0
7075,117153,2021-2022,OWN/2021-22/P/10,161516,payment,Expenditures,2021-07-15,July,15.0
7076,117153,2021-2022,4THSFC/2021-22/P/3,164025,payment,Expenditures,2021-07-17,July,99824.0
7077,117153,2021-2022,HY/2021-22/P/7,161512,payment,Expenditures,2021-08-04,August,10000.0
7078,117153,2021-2022,4THSFC/2021-22/P/4,247487,payment,Expenditures,2021-08-10,August,256881.0
7079,117153,2021-2022,FFC/2021-22/P/10,164468,payment,Expenditures,2021-08-10,August,525486.0
7080,117153,2021-2022,FFC/2021-22/P/11,164481,payment,Expenditures,2021-08-10,August,8000.0
7081,117153,2021-2022,FFC/2021-22/P/12,164486,payment,Expenditures,2021-08-10,August,8000.0
7082,117153,2021-2022,FFC/2021-22/P/13,164528,payment,Expenditures,2021-08-10,August,8000.0
7083,117153,2021-2022,FFC/2021-22/P/14,164532,payment,Expenditures,2021-08-10,August,8000.0
7084,117153,2021-2022,FFC/2021-22/P/15,164539,payment,Expenditures,2021-08-10,August,60000.0
7085,117153,2021-2022,NOAPS/2021-22/P/3,247425,payment,Expenditures,2021-08-10,August,631200.0
7086,117153,2021-2022,HY/2021-22/P/8,247461,payment,Expenditures,2021-09-20,September,14000.0
7087,117153,2021-2022,HY/2021-22/P/9,247465,payment,Expenditures,2021-09-20,September,6000.0
7088,117153,2021-2022,NOAPS/2021-22/P/4,247438,payment,Expenditures,2021-09-20,September,233500.0
7089,117153,2021-2022,HY/2021-22/P/10,284454,payment,Expenditures,2021-10-10,October,15.0
7090,117153,2021-2022,FFC/2021-22/P/16,286106,payment,Expenditures,2021-11-02,November,597212.0
7091,117153,2021-2022,FFC/2021-22/P/17,286109,payment,Expenditures,2021-11-02,November,47391.0
7092,117153,2021-2022,FFC/2021-22/P/18,286116,payment,Expenditures,2021-11-02,November,6000.0
7093,117153,2021-2022,FFC/2021-22/P/19,286125,payment,Expenditures,2021-11-02,November,6000.0
7094,117153,2021-2022,FFC/2021-22/P/20,286138,payment,Expenditures,2021-11-02,November,6000.0
7095,117153,2021-2022,NOAPS/2021-22/P/5,373213,payment,Expenditures,2021-11-02,November,218700.0
7096,117153,2021-2022,NOAPS/2021-22/P/6,373220,payment,Expenditures,2021-11-11,November,118.0
7097,117153,2021-2022,NOAPS/2021-22/P/7,373300,payment,Expenditures,2021-11-24,November,208500.0
7098,117153,2021-2022,HY/2021-22/P/11,373368,payment,Expenditures,2021-12-07,December,12000.0
7099,117153,2021-2022,5THSFC/2021-22/P/1,408164,payment,Expenditures,2022-01-13,January,92691.0
7100,117153,2021-2022,OWN/2021-22/P/11,464142,payment,Expenditures,2022-01-13,January,326000.0
7101,117153,2021-2022,OWN/2021-22/P/12,464158,payment,Expenditures,2022-01-13,January,15.0
7102,117153,2021-2022,XVFC/2021-22/P/2,408094,payment,Expenditures,2022-01-13,January,92653.0
7103,117153,2021-2022,XVFC/2021-22/P/3,408104,payment,Expenditures,2022-01-13,January,95761.0
7104,117153,2021-2022,XVFC/2021-22/P/4,408113,payment,Expenditures,2022-01-13,January,138808.0
7105,117153,2021-2022,XVFC/2021-22/P/5,408121,payment,Expenditures,2022-01-13,January,85730.0
7106,117153,2021-2022,XVFC/2021-22/P/6,408129,payment,Expenditures,2022-01-13,January,80099.0
7107,117153,2021-2022,XVFC/2021-22/P/7,408146,payment,Expenditures,2022-01-13,January,118176.0
7108,117153,2021-2022,4THSFC/2021-22/P/5,464241,payment,Expenditures,2022-01-14,January,346000.0
7109,117153,2021-2022,FFC/2021-22/P/21,415391,payment,Expenditures,2022-01-18,January,347634.0
7110,117153,2021-2022,FFC/2021-22/P/22,415399,payment,Expenditures,2022-01-18,January,142135.0
7111,117153,2021-2022,NOAPS/2021-22/P/8,463780,payment,Expenditures,2022-01-18,January,216800.0
7112,117153,2021-2022,NOAPS/2021-22/P/9,463805,payment,Expenditures,2022-02-03,February,208600.0
7113,117153,2021-2022,4THSFC/2021-22/P/6,632371,payment,Receipt Cancellation,2022-02-12,February,276792.0
7114,117153,2021-2022,5THSFC/2021-22/P/2,464625,payment,Expenditures,2022-02-12,February,92774.0
7115,117153,2021-2022,FFC/2021-22/P/23,464635,payment,Expenditures,2022-02-12,February,6000.0
7116,117153,2021-2022,FFC/2021-22/P/24,464637,payment,Expenditures,2022-02-12,February,6000.0
7117,117153,2021-2022,FFC/2021-22/P/25,464646,payment,Expenditures,2022-02-12,February,6000.0
7118,117153,2021-2022,FFC/2021-22/P/26,464650,payment,Expenditures,2022-02-12,February,12000.0
7119,117153,2021-2022,XVFC/2021-22/P/8,464630,payment,Expenditures,2022-02-12,February,94660.0
7120,117153,2021-2022,HY/2021-22/P/12,488952,payment,Expenditures,2022-02-14,February,15.0
7121,117153,2021-2022,OWN/2021-22/P/13,488936,payment,Expenditures,2022-02-14,February,15.0
7122,117153,2021-2022,FFC/2021-22/P/27,471504,payment,Expenditures,2022-02-16,February,102050.0
7123,117153,2021-2022,HY/2021-22/P/13,488960,payment,Expenditures,2022-02-19,February,16000.0
7124,117153,2021-2022,OWN/2021-22/P/14,488944,payment,Expenditures,2022-02-19,February,102050.0
7125,117153,2021-2022,OWN/2021-22/P/15,632383,payment,Expenditures,2022-02-19,February,7500.0
7126,117153,2021-2022,OWN/2021-22/P/16,632386,payment,Expenditures,2022-02-19,February,11520.0
7127,117153,2021-2022,OWN/2021-22/P/17,632391,payment,Expenditures,2022-02-19,February,10366.0
7128,117153,2021-2022,OWN/2021-22/P/18,632396,payment,Expenditures,2022-02-19,February,914.0
7129,117153,2021-2022,NOAPS/2021-22/P/10,565002,payment,Expenditures,2022-03-07,March,203300.0
7130,117153,2021-2022,OWN/2021-22/P/19,632410,payment,Expenditures,2022-03-07,March,4250.0
7131,117153,2021-2022,OWN/2021-22/P/20,632413,payment,Expenditures,2022-03-07,March,750.0
7132,117153,2021-2022,NOAPS/2021-22/P/11,632379,payment,Expenditures,2022-03-28,March,225400.0
7133,117153,2020-2021,4THSFC/2020-21/R/1,2197,receipt,Direct Receipts,2020-04-01,April,14019.0
7134,117153,2020-2021,FFC/2020-21/R/1,2210,receipt,Direct Receipts,2020-04-01,April,62736.0
7135,117153,2020-2021,OWN/2020-21/R/1,2209,receipt,Direct Receipts,2020-04-01,April,110.0
7136,117153,2020-2021,NOAPS/2020-21/R/1,2207,receipt,Direct Receipts,2020-04-15,April,8580.0
7137,117153,2020-2021,4THSFC/2020-21/R/2,2198,receipt,Direct Receipts,2020-04-16,April,22000.0
7138,117153,2020-2021,4THSFC/2020-21/R/3,2199,receipt,Direct Receipts,2020-04-18,April,34560.0
7139,117153,2020-2021,HY/2020-21/R/1,2202,receipt,Direct Receipts,2020-04-20,April,8000.0
7140,117153,2020-2021,HY/2020-21/R/2,2203,receipt,Direct Receipts,2020-04-20,April,19.0
7141,117153,2020-2021,4THSFC/2020-21/R/4,2200,receipt,Direct Receipts,2020-04-23,April,1000000.0
7142,117153,2020-2021,4THSFC/2020-21/R/5,2201,receipt,Direct Receipts,2020-04-28,April,101700.0
7143,117153,2020-2021,4THSFC/2020-21/R/6,28432,receipt,Direct Receipts,2020-06-04,June,31560.0
7144,117153,2020-2021,4THSFC/2020-21/R/8,28459,receipt,Direct Receipts,2020-06-05,June,10000.0
7145,117153,2020-2021,HY/2020-21/R/3,28421,receipt,Direct Receipts,2020-06-05,June,50000.0
7146,117153,2020-2021,OWN/2020-21/R/2,27840,receipt,Direct Receipts,2020-06-05,June,34560.0
7147,117153,2020-2021,OWN/2020-21/R/3,27843,receipt,Direct Receipts,2020-06-12,June,14640.0
7148,117153,2020-2021,HY/2020-21/R/4,28429,receipt,Direct Receipts,2020-06-16,June,104.0
7149,117153,2020-2021,OWN/2020-21/R/4,27862,receipt,Direct Receipts,2020-06-30,June,10200.0
7150,117153,2020-2021,4THSFC/2020-21/R/7,28439,receipt,Direct Receipts,2020-07-01,July,18181.0
7151,117153,2020-2021,NOAPS/2020-21/R/2,28461,receipt,Direct Receipts,2020-07-01,July,7046.0
7152,117153,2020-2021,OWN/2020-21/R/5,27872,receipt,Direct Receipts,2020-07-01,July,137.0
7153,117153,2020-2021,FFC/2020-21/R/2,28475,receipt,Direct Receipts,2020-07-02,July,482886.0
7154,117153,2020-2021,FFC/2020-21/R/3,28476,receipt,Direct Receipts,2020-07-02,July,44669.0
7155,117153,2020-2021,FFC/2020-21/R/4,52685,receipt,Direct Receipts,2020-08-01,August,482886.0
7156,117153,2020-2021,NOAPS/2020-21/R/4,52670,receipt,Direct Receipts,2020-08-10,August,600000.0
7157,117153,2020-2021,NOAPS/2020-21/R/5,52843,receipt,Direct Receipts,2020-09-08,September,250000.0
7158,117153,2020-2021,OWN/2020-21/R/7,59771,receipt,Direct Receipts,2020-09-28,September,31560.0
7159,117153,2020-2021,4THSFC/2020-21/R/9,70300,receipt,Direct Receipts,2020-09-29,September,321537.0
7160,117153,2020-2021,4THSFC/2020-21/R/10,70304,receipt,Direct Receipts,2020-10-01,October,18015.0
7161,117153,2020-2021,FFC/2020-21/R/5,70390,receipt,Direct Receipts,2020-10-01,October,8000.0
7162,117153,2020-2021,FFC/2020-21/R/6,70394,receipt,Direct Receipts,2020-10-01,October,39803.0
7163,117153,2020-2021,HY/2020-21/R/5,70347,receipt,Direct Receipts,2020-10-01,October,228.0
7164,117153,2020-2021,NOAPS/2020-21/R/6,70360,receipt,Direct Receipts,2020-10-01,October,5349.0
7165,117153,2020-2021,OWN/2020-21/R/8,70307,receipt,Direct Receipts,2020-10-01,October,272.0
7166,117153,2020-2021,OWN/2020-21/R/9,70337,receipt,Direct Receipts,2020-10-01,October,16200.0
7167,117153,2020-2021,4THSFC/2020-21/R/11,88808,receipt,Direct Receipts,2020-11-03,November,30000.0
7168,117153,2020-2021,FFC/2020-21/R/7,83973,receipt,Direct Receipts,2020-11-04,November,8000.0
7169,117153,2020-2021,4THSFC/2020-21/R/12,102499,receipt,Direct Receipts,2020-11-10,November,4000.0
7170,117153,2020-2021,4THSFC/2020-21/R/13,164673,receipt,Direct Receipts,2021-01-12,January,2000.0
7171,117153,2020-2021,4THSFC/2020-21/R/14,164677,receipt,Direct Receipts,2021-01-12,January,18062.0
7172,117153,2020-2021,HY/2020-21/R/6,164652,receipt,Direct Receipts,2021-01-12,January,117.0
7173,117153,2020-2021,NOAPS/2020-21/R/7,164636,receipt,Direct Receipts,2021-01-12,January,5349.0
7174,117153,2020-2021,NOAPS/2020-21/R/8,164639,receipt,Direct Receipts,2021-01-12,January,120000.0
7175,117153,2020-2021,OWN/2020-21/R/10,164633,receipt,Direct Receipts,2021-01-12,January,93300.0
7176,117153,2020-2021,OWN/2020-21/R/11,164635,receipt,Direct Receipts,2021-01-12,January,435.0
7177,117153,2020-2021,HY/2020-21/R/7,164654,receipt,Direct Receipts,2021-01-14,January,100000.0
7178,117153,2020-2021,NOAPS/2020-21/R/9,164663,receipt,Direct Receipts,2021-02-09,February,250000.0
7179,117153,2020-2021,NOAPS/2020-21/R/10,180150,receipt,Direct Receipts,2021-02-17,February,1825.0
7180,117153,2020-2021,FFC/2020-21/R/8,179779,receipt,Direct Receipts,2021-02-18,February,482886.0
7181,117153,2020-2021,FFC/2020-21/R/9,179786,receipt,Direct Receipts,2021-02-18,February,36662.0
7182,117153,2020-2021,4THSFC/2020-21/R/15,188405,receipt,Direct Receipts,2021-03-09,March,19740.0
7183,117153,2020-2021,4THSFC/2020-21/R/16,188406,receipt,Direct Receipts,2021-03-09,March,17280.0
7184,117153,2020-2021,4THSFC/2020-21/R/17,202724,receipt,Direct Receipts,2021-03-12,March,19740.0
7185,117153,2020-2021,NOAPS/2020-21/R/11,188719,receipt,Direct Receipts,2021-03-12,March,200000.0
7186,117153,2020-2021,XVFC/2020-21/R/1,191530,receipt,Direct Receipts,2021-03-15,March,482886.0
7187,117153,2020-2021,XVFC/2020-21/R/2,191536,receipt,Direct Receipts,2021-03-15,March,482886.0
7188,117153,2020-2021,XVFC/2020-21/R/3,191539,receipt,Direct Receipts,2021-03-15,March,482886.0
7189,117153,2020-2021,4THSFC/2020-21/R/18,211388,receipt,Direct Receipts,2021-03-24,March,17280.0
7190,117153,2020-2021,4THSFC/2020-21/R/19,230853,receipt,Direct Receipts,2021-03-31,March,18000.0
7191,117153,2020-2021,4THSFC/2020-21/R/20,230911,receipt,Direct Receipts,2021-03-31,March,321537.0
7192,117153,2020-2021,4THSFC/2020-21/R/21,230924,receipt,Direct Receipts,2021-03-31,March,6000.0
7193,117153,2020-2021,4THSFC/2020-21/P/1,14636,payment,Expenditures,2020-04-01,April,8000.0
7194,117153,2020-2021,HY/2020-21/P/1,14650,payment,Expenditures,2020-04-01,April,35.4
7195,117153,2020-2021,HY/2020-21/P/2,14654,payment,Expenditures,2020-04-20,April,8000.0
7196,117153,2020-2021,FFC/2020-21/P/1,16433,payment,Expenditures,2020-05-02,May,190223.0
7197,117153,2020-2021,FFC/2020-21/P/2,16436,payment,Expenditures,2020-05-02,May,62489.0
7198,117153,2020-2021,NOAPS/2020-21/P/1,24268,payment,Expenditures,2020-05-02,May,151300.0
7199,117153,2020-2021,4THSFC/2020-21/P/2,35836,payment,Expenditures,2020-05-13,May,47488.0
7200,117153,2020-2021,FFC/2020-21/P/3,35950,payment,Expenditures,2020-05-27,May,12000.0
7201,117153,2020-2021,FFC/2020-21/P/4,43357,payment,Expenditures,2020-06-03,June,6000.0
7202,117153,2020-2021,FFC/2020-21/P/5,43359,payment,Expenditures,2020-06-03,June,1200.0
7203,117153,2020-2021,FFC/2020-21/P/6,43363,payment,Expenditures,2020-06-03,June,4708.0
7204,117153,2020-2021,4THSFC/2020-21/P/3,112348,payment,Expenditures,2020-06-05,June,34560.0
7205,117153,2020-2021,4THSFC/2020-21/P/4,112350,payment,Expenditures,2020-06-05,June,50000.0
7206,117153,2020-2021,4THSFC/2020-21/P/5,112351,payment,Expenditures,2020-06-12,June,65588.0
7207,117153,2020-2021,OWN/2020-21/P/1,110692,payment,Expenditures,2020-06-16,June,34560.0
7208,117153,2020-2021,OWN/2020-21/P/2,110698,payment,Expenditures,2020-06-16,June,1440.0
7209,117153,2020-2021,FFC/2020-21/P/7,67684,payment,Expenditures,2020-06-22,June,92672.0
7210,117153,2020-2021,4THSFC/2020-21/P/6,112352,payment,Expenditures,2020-06-26,June,123567.0
7211,117153,2020-2021,4THSFC/2020-21/P/7,112354,payment,Expenditures,2020-06-26,June,149586.0
7212,117153,2020-2021,FFC/2020-21/P/8,77903,payment,Expenditures,2020-06-30,June,412087.0
7213,117153,2020-2021,OWN/2020-21/P/3,110712,payment,Expenditures,2020-06-30,June,3750.0
7214,117153,2020-2021,OWN/2020-21/P/4,110719,payment,Expenditures,2020-06-30,June,500.0
7215,117153,2020-2021,OWN/2020-21/P/5,110728,payment,Expenditures,2020-06-30,June,500.0
7216,117153,2020-2021,HY/2020-21/P/3,112332,payment,Expenditures,2020-07-01,July,8000.0
7217,117153,2020-2021,OWN/2020-21/P/6,110738,payment,Expenditures,2020-07-01,July,750.0
7218,117153,2020-2021,HY/2020-21/P/5,113131,payment,Expenditures,2020-07-15,July,15.0
7219,117153,2020-2021,FFC/2020-21/P/9,115099,payment,Expenditures,2020-07-28,July,1084958.0
7220,117153,2020-2021,NOAPS/2020-21/P/2,179962,payment,Expenditures,2020-08-10,August,38000.0
7221,117153,2020-2021,HY/2020-21/P/6,179969,payment,Expenditures,2020-09-02,September,18000.0
7222,117153,2020-2021,NOAPS/2020-21/P/3,179965,payment,Expenditures,2020-09-02,September,631100.0
7223,117153,2020-2021,OWN/2020-21/P/7,179946,payment,Expenditures,2020-09-02,September,1500.0
7224,117153,2020-2021,OWN/2020-21/P/8,179948,payment,Expenditures,2020-09-02,September,500.0
7225,117153,2020-2021,HY/2020-21/P/7,179971,payment,Expenditures,2020-09-10,September,2000.0
7226,117153,2020-2021,NOAPS/2020-21/P/4,188589,payment,Expenditures,2020-09-10,September,876400.0
7227,117153,2020-2021,4THSFC/2020-21/P/8,199165,payment,Expenditures,2020-09-28,September,31560.0
7228,117153,2020-2021,4THSFC/2020-21/P/9,199184,payment,Expenditures,2020-09-28,September,287805.0
7229,117153,2020-2021,FFC/2020-21/P/10,197100,payment,Expenditures,2020-09-28,September,92546.0
7230,117153,2020-2021,FFC/2020-21/P/11,197117,payment,Expenditures,2020-09-28,September,54992.0
7231,117153,2020-2021,FFC/2020-21/P/12,199606,payment,Expenditures,2020-09-29,September,8000.0
7232,117153,2020-2021,FFC/2020-21/P/13,199612,payment,Expenditures,2020-09-29,September,8000.0
7233,117153,2020-2021,FFC/2020-21/P/14,199617,payment,Expenditures,2020-09-29,September,8000.0
7234,117153,2020-2021,OWN/2020-21/P/10,221446,payment,Expenditures,2020-10-01,October,1950.0
7235,117153,2020-2021,OWN/2020-21/P/9,221428,payment,Expenditures,2020-10-01,October,750.0
7236,117153,2020-2021,OWN/2020-21/P/11,221478,payment,Expenditures,2020-10-09,October,9000.0
7237,117153,2020-2021,HY/2020-21/P/8,221518,payment,Expenditures,2020-10-13,October,15.0
7238,117153,2020-2021,FFC/2020-21/P/15,226149,payment,Expenditures,2020-10-16,October,52485.0
7239,117153,2020-2021,OWN/2020-21/P/12,247353,payment,Expenditures,2020-10-17,October,22560.0
7240,117153,2020-2021,HY/2020-21/P/9,247383,payment,Expenditures,2020-10-22,October,6000.0
7241,117153,2020-2021,FFC/2020-21/P/16,255797,payment,Expenditures,2020-11-04,November,8000.0
7242,117153,2020-2021,FFC/2020-21/P/17,302889,payment,Expenditures,2020-12-03,December,183710.0
7243,117153,2020-2021,FFC/2020-21/P/18,302899,payment,Expenditures,2020-12-03,December,46416.0
7244,117153,2020-2021,FFC/2020-21/P/19,326157,payment,Expenditures,2020-12-17,December,92642.0
7245,117153,2020-2021,FFC/2020-21/P/20,371332,payment,Expenditures,2021-01-12,January,186596.0
7246,117153,2020-2021,FFC/2020-21/P/21,371344,payment,Expenditures,2021-01-12,January,8000.0
7247,117153,2020-2021,FFC/2020-21/P/22,371355,payment,Expenditures,2021-01-12,January,8000.0
7248,117153,2020-2021,FFC/2020-21/P/23,371393,payment,Expenditures,2021-01-12,January,8000.0
7249,117153,2020-2021,HY/2020-21/P/10,429377,payment,Expenditures,2021-01-12,January,6000.0
7250,117153,2020-2021,NOAPS/2020-21/P/5,429350,payment,Expenditures,2021-01-13,January,199900.0
7251,117153,2020-2021,4THSFC/2020-21/P/10,429409,payment,Expenditures,2021-01-14,January,100000.0
7252,117153,2020-2021,HY/2020-21/P/12,429411,payment,Expenditures,2021-01-14,January,15.0
7253,117153,2020-2021,HY/2020-21/P/11,429381,payment,Expenditures,2021-01-15,January,16000.0
7254,117153,2020-2021,FFC/2020-21/P/24,429769,payment,Expenditures,2021-02-17,February,92635.0
7255,117153,2020-2021,FFC/2020-21/P/25,429784,payment,Expenditures,2021-02-17,February,57370.0
7256,117153,2020-2021,NOAPS/2020-21/P/6,458146,payment,Expenditures,2021-02-17,February,212100.0
7257,117153,2020-2021,NOAPS/2020-21/P/7,458875,payment,Expenditures,2021-02-17,February,5349.0
7258,117153,2020-2021,HY/2020-21/P/13,458795,payment,Expenditures,2021-02-18,February,6000.0
7259,117153,2020-2021,FFC/2020-21/P/26,476105,payment,Expenditures,2021-03-12,March,46260.0
7260,117153,2020-2021,NOAPS/2020-21/P/8,505803,payment,Expenditures,2021-03-12,March,220000.0
7261,117153,2020-2021,XVFC/2020-21/P/1,480417,payment,Expenditures,2021-03-15,March,55592.0
7262,117153,2020-2021,FFC/2020-21/P/27,512359,payment,Expenditures,2021-03-25,March,55543.0
7263,117153,2020-2021,FFC/2020-21/P/28,512399,payment,Expenditures,2021-03-25,March,5411.0
7264,117153,2020-2021,FFC/2020-21/P/29,512432,payment,Expenditures,2021-03-25,March,6000.0
7265,117153,2020-2021,FFC/2020-21/P/30,512452,payment,Expenditures,2021-03-25,March,3600.0
