voucher_pk,gp_lgd_code,fiscal_year,voucher_no,voucher_id,direction,type,date,month,amount
9031,119936,2023-2024,XVFC/2023-24/R/2,64275,receipt,Reverse Receipt -PFMS,2023-09-25,September,568485.0
9032,119936,2023-2024,XVFC/2023-24/R/3,126922,receipt,Reverse Receipt -PFMS,2023-12-31,December,472280.0
9033,119936,2023-2024,XVFC/2023-24/R/4,127184,receipt,Reverse Receipt -PFMS,2024-01-31,January,708430.0
9034,119936,2023-2024,NOAPS/2023-24/R/1,196527,receipt,Direct Receipts,2024-03-27,March,1339.0
9035,119936,2023-2024,NOAPS/2023-24/R/2,196533,receipt,Direct Receipts,2024-03-27,March,387000.0
9036,119936,2023-2024,OWN/2023-24/R/1,192524,receipt,Direct Receipts,2024-03-27,March,2000.0
9037,119936,2023-2024,OWN/2023-24/R/10,192562,receipt,Direct Receipts,2024-03-27,March,50000.0
9038,119936,2023-2024,OWN/2023-24/R/11,192563,receipt,Direct Receipts,2024-03-27,March,11500.0
9039,119936,2023-2024,OWN/2023-24/R/12,192564,receipt,Direct Receipts,2024-03-27,March,18500.0
9040,119936,2023-2024,OWN/2023-24/R/13,192565,receipt,Direct Receipts,2024-03-27,March,2800.0
9041,119936,2023-2024,OWN/2023-24/R/14,192567,receipt,Direct Receipts,2024-03-27,March,18000.0
9042,119936,2023-2024,OWN/2023-24/R/15,192568,receipt,Direct Receipts,2024-03-27,March,30000.0
9043,119936,2023-2024,OWN/2023-24/R/16,192570,receipt,Direct Receipts,2024-03-27,March,12500.0
9044,119936,2023-2024,OWN/2023-24/R/17,192573,receipt,Direct Receipts,2024-03-27,March,20000.0
9045,119936,2023-2024,OWN/2023-24/R/18,192577,receipt,Direct Receipts,2024-03-27,March,10000.0
9046,119936,2023-2024,OWN/2023-24/R/19,192581,receipt,Direct Receipts,2024-03-27,March,368800.0
9047,119936,2023-2024,OWN/2023-24/R/2,192530,receipt,Direct Receipts,2024-03-27,March,15500.0
9048,119936,2023-2024,OWN/2023-24/R/20,192584,receipt,Direct Receipts,2024-03-27,March,89700.0
9049,119936,2023-2024,OWN/2023-24/R/21,193870,receipt,Direct Receipts,2024-03-27,March,348.0
9050,119936,2023-2024,OWN/2023-24/R/22,193872,receipt,Direct Receipts,2024-03-27,March,2264.0
9051,119936,2023-2024,OWN/2023-24/R/23,193880,receipt,Direct Receipts,2024-03-27,March,37500.0
9052,119936,2023-2024,OWN/2023-24/R/24,193884,receipt,Direct Receipts,2024-03-27,March,7000.0
9053,119936,2023-2024,OWN/2023-24/R/25,193888,receipt,Direct Receipts,2024-03-27,March,6000.0
9054,119936,2023-2024,OWN/2023-24/R/26,193889,receipt,Direct Receipts,2024-03-27,March,10000.0
9055,119936,2023-2024,OWN/2023-24/R/27,193895,receipt,Direct Receipts,2024-03-27,March,1000.0
9056,119936,2023-2024,OWN/2023-24/R/28,193902,receipt,Direct Receipts,2024-03-27,March,85000.0
9057,119936,2023-2024,OWN/2023-24/R/29,193905,receipt,Direct Receipts,2024-03-27,March,189820.0
9058,119936,2023-2024,OWN/2023-24/R/3,192535,receipt,Direct Receipts,2024-03-27,March,12000.0
9059,119936,2023-2024,OWN/2023-24/R/30,193910,receipt,Direct Receipts,2024-03-27,March,7000.0
9060,119936,2023-2024,OWN/2023-24/R/31,193917,receipt,Direct Receipts,2024-03-27,March,12000.0
9061,119936,2023-2024,OWN/2023-24/R/32,193923,receipt,Direct Receipts,2024-03-27,March,12600.0
9062,119936,2023-2024,OWN/2023-24/R/33,193928,receipt,Direct Receipts,2024-03-27,March,335.0
9063,119936,2023-2024,OWN/2023-24/R/34,193934,receipt,Direct Receipts,2024-03-27,March,1524.0
9064,119936,2023-2024,OWN/2023-24/R/35,193939,receipt,Direct Receipts,2024-03-27,March,123000.0
9065,119936,2023-2024,OWN/2023-24/R/4,192543,receipt,Direct Receipts,2024-03-27,March,2610.0
9066,119936,2023-2024,OWN/2023-24/R/5,192548,receipt,Direct Receipts,2024-03-27,March,10000.0
9067,119936,2023-2024,OWN/2023-24/R/6,192550,receipt,Direct Receipts,2024-03-27,March,20000.0
9068,119936,2023-2024,OWN/2023-24/R/7,192553,receipt,Direct Receipts,2024-03-27,March,79500.0
9069,119936,2023-2024,OWN/2023-24/R/8,192557,receipt,Direct Receipts,2024-03-27,March,21000.0
9070,119936,2023-2024,OWN/2023-24/R/9,192559,receipt,Direct Receipts,2024-03-27,March,3000.0
9071,119936,2023-2024,PDS/2023-24/R/1,194129,receipt,Direct Receipts,2024-03-27,March,2832216.0
9072,119936,2023-2024,XVFC/2023-24/R/5,147513,receipt,Reverse Receipt -PFMS,2024-03-27,March,93344.0
9073,119936,2023-2024,XVFC/2023-24/R/6,147514,receipt,Reverse Receipt -PFMS,2024-03-27,March,140010.0
9074,119936,2023-2024,4THSFC/2023-24/R/1,229508,receipt,Direct Receipts,2024-03-31,March,43200.0
9075,119936,2023-2024,4THSFC/2023-24/R/2,229516,receipt,Direct Receipts,2024-03-31,March,5645.0
9076,119936,2023-2024,5THSFC/2023-24/R/1,229467,receipt,Direct Receipts,2024-03-31,March,115863.0
9077,119936,2023-2024,5THSFC/2023-24/R/2,229473,receipt,Direct Receipts,2024-03-31,March,1444426.0
9078,119936,2023-2024,NOAPS/2023-24/R/3,196548,receipt,Direct Receipts,2024-03-31,March,148.0
9079,119936,2023-2024,OWN/2023-24/R/36,193942,receipt,Direct Receipts,2024-03-31,March,2281.0
9080,119936,2023-2024,XVFC/2023-24/R/7,229622,receipt,Direct Receipts,2024-03-31,March,302195.0
9081,119936,2023-2024,5THSFC/2023-24/P/1,114125,payment,Expenditures,2023-07-27,July,32000.0
9082,119936,2023-2024,XVFC/2023-24/P/1,114481,payment,Expenditures,2023-07-27,July,563015.0
9083,119936,2023-2024,5THSFC/2023-24/P/2,210839,payment,Expenditures,2023-10-20,October,128318.0
9084,119936,2023-2024,XVFC/2023-24/P/2,210621,payment,Expenditures,2023-10-20,October,70115.0
9085,119936,2023-2024,XVFC/2023-24/P/3,210637,payment,Expenditures,2023-10-20,October,305856.0
9086,119936,2023-2024,XVFC/2023-24/P/4,233958,payment,Expenditures,2023-11-07,November,143369.0
9087,119936,2023-2024,XVFC/2023-24/P/5,233962,payment,Expenditures,2023-11-07,November,183207.0
9088,119936,2023-2024,XVFC/2023-24/P/6,233967,payment,Expenditures,2023-11-07,November,87311.0
9089,119936,2023-2024,XVFC/2023-24/P/10,287067,payment,Expenditures,2023-12-19,December,20000.0
9090,119936,2023-2024,XVFC/2023-24/P/7,287050,payment,Expenditures,2023-12-19,December,72224.0
9091,119936,2023-2024,XVFC/2023-24/P/8,287060,payment,Expenditures,2023-12-19,December,142559.0
9092,119936,2023-2024,XVFC/2023-24/P/9,287061,payment,Expenditures,2023-12-19,December,30000.0
9093,119936,2023-2024,5THSFC/2023-24/P/3,367245,payment,Expenditures,2024-02-29,February,115146.0
9094,119936,2023-2024,5THSFC/2023-24/P/4,367262,payment,Expenditures,2024-02-29,February,48365.0
9095,119936,2023-2024,5THSFC/2023-24/P/5,368301,payment,Expenditures,2024-02-29,February,171000.0
9096,119936,2023-2024,XVFC/2023-24/P/11,367252,payment,Expenditures,2024-02-29,February,32966.0
9097,119936,2023-2024,XVFC/2023-24/P/12,368294,payment,Expenditures,2024-02-29,February,180000.0
9098,119936,2023-2024,XVFC/2023-24/P/13,368314,payment,Expenditures,2024-02-29,February,90000.0
9099,119936,2023-2024,XVFC/2023-24/P/14,368325,payment,Expenditures,2024-02-29,February,131547.0
9100,119936,2023-2024,5THSFC/2023-24/P/6,387526,payment,Expenditures,2024-03-16,March,146365.0
9101,119936,2023-2024,5THSFC/2023-24/P/7,387536,payment,Expenditures,2024-03-16,March,47054.0
9102,119936,2023-2024,5THSFC/2023-24/P/8,387553,payment,Expenditures,2024-03-16,March,246164.0
9103,119936,2023-2024,XVFC/2023-24/P/15,387531,payment,Expenditures,2024-03-16,March,78979.0
9104,119936,2023-2024,XVFC/2023-24/P/16,387547,payment,Expenditures,2024-03-16,March,58072.0
9105,119936,2023-2024,XVFC/2023-24/P/17,388584,payment,Expenditures,2024-03-17,March,60000.0
9106,119936,2023-2024,OWN/2023-24/P/1,459214,payment,Expenditures,2024-03-27,March,282934.0
9107,119936,2023-2024,XVFC/2023-24/P/18,409694,payment,Expenditures,2024-03-27,March,258659.0
9108,119936,2023-2024,XVFC/2023-24/P/19,409723,payment,Expenditures,2024-03-27,March,38790.0
9109,119936,2023-2024,XVFC/2023-24/P/20,409740,payment,Expenditures,2024-03-27,March,81000.0
9110,119936,2023-2024,XVFC/2023-24/P/21,409755,payment,Expenditures,2024-03-27,March,81000.0
9111,119936,2023-2024,XVFC/2023-24/P/22,409791,payment,Expenditures,2024-03-27,March,117589.0
9112,119936,2023-2024,XVFC/2023-24/P/23,409796,payment,Expenditures,2024-03-27,March,90000.0
9113,119936,2023-2024,XVFC/2023-24/P/24,410020,payment,Expenditures,2024-03-27,March,96000.0
9114,119936,2023-2024,XVFC/2023-24/P/25,410036,payment,Expenditures,2024-03-27,March,83792.0
9115,119936,2023-2024,OWN/2023-24/P/10,460572,payment,Expenditures,2024-03-28,March,30000.0
9116,119936,2023-2024,OWN/2023-24/P/11,460576,payment,Expenditures,2024-03-28,March,1274.0
9117,119936,2023-2024,OWN/2023-24/P/12,460585,payment,Expenditures,2024-03-28,March,81850.0
9118,119936,2023-2024,OWN/2023-24/P/13,460591,payment,Expenditures,2024-03-28,March,22300.0
9119,119936,2023-2024,OWN/2023-24/P/14,460598,payment,Expenditures,2024-03-28,March,65000.0
9120,119936,2023-2024,OWN/2023-24/P/15,460606,payment,Expenditures,2024-03-28,March,26000.0
9121,119936,2023-2024,OWN/2023-24/P/16,460610,payment,Expenditures,2024-03-28,March,24840.0
9122,119936,2023-2024,OWN/2023-24/P/17,460617,payment,Expenditures,2024-03-28,March,14560.0
9123,119936,2023-2024,OWN/2023-24/P/18,460623,payment,Expenditures,2024-03-28,March,189820.0
9124,119936,2023-2024,OWN/2023-24/P/19,460628,payment,Expenditures,2024-03-28,March,24000.0
9125,119936,2023-2024,OWN/2023-24/P/2,460516,payment,Expenditures,2024-03-28,March,12800.0
9126,119936,2023-2024,OWN/2023-24/P/20,460638,payment,Expenditures,2024-03-28,March,1044.0
9127,119936,2023-2024,OWN/2023-24/P/3,460519,payment,Expenditures,2024-03-28,March,2800.0
9128,119936,2023-2024,OWN/2023-24/P/4,460530,payment,Expenditures,2024-03-28,March,29305.0
9129,119936,2023-2024,OWN/2023-24/P/5,460538,payment,Expenditures,2024-03-28,March,59480.0
9130,119936,2023-2024,OWN/2023-24/P/6,460545,payment,Expenditures,2024-03-28,March,3460.0
9131,119936,2023-2024,OWN/2023-24/P/7,460554,payment,Expenditures,2024-03-28,March,83330.0
9132,119936,2023-2024,OWN/2023-24/P/8,460560,payment,Expenditures,2024-03-28,March,19800.0
9133,119936,2023-2024,OWN/2023-24/P/9,460568,payment,Expenditures,2024-03-28,March,3000.0
9134,119936,2023-2024,NOAPS/2023-24/P/1,462828,payment,Expenditures,2024-03-30,March,387000.0
9135,119936,2023-2024,OWN/2023-24/P/21,460650,payment,Expenditures,2024-03-30,March,24537.0
9136,119936,2023-2024,OWN/2023-24/P/22,460656,payment,Expenditures,2024-03-31,March,35000.0
9137,119936,2023-2024,OWN/2023-24/P/23,460665,payment,Expenditures,2024-03-31,March,584108.0
9138,119936,2023-2024,OWN/2023-24/P/24,460670,payment,Expenditures,2024-03-31,March,21000.0
9139,119936,2023-2024,PDS/2023-24/P/1,460706,payment,Expenditures,2024-03-31,March,2302440.0
9140,119936,2023-2024,PDS/2023-24/P/2,462768,payment,Expenditures,2024-03-31,March,35000.0
9141,119936,2022-2023,XVFC/2022-23/R/1,34776,receipt,Reverse Receipt -PFMS,2022-06-24,June,467192.0
9142,119936,2022-2023,XVFC/2022-23/R/2,49977,receipt,Reverse Receipt -PFMS,2022-07-08,July,700790.0
9143,119936,2022-2023,OWN/2022-23/R/1,168540,receipt,Direct Receipts,2022-08-16,August,469630.0
9144,119936,2022-2023,OWN/2022-23/R/2,168541,receipt,Direct Receipts,2022-08-16,August,24000.0
9145,119936,2022-2023,OWN/2022-23/R/44,168976,receipt,Direct Receipts,2022-08-16,August,69410.73
9146,119936,2022-2023,OWN/2022-23/R/3,168542,receipt,Direct Receipts,2022-08-17,August,39000.0
9147,119936,2022-2023,NOAPS/2022-23/R/1,169399,receipt,Direct Receipts,2022-08-18,August,179600.0
9148,119936,2022-2023,NOAPS/2022-23/R/2,169402,receipt,Direct Receipts,2022-08-18,August,58900.0
9149,119936,2022-2023,NOAPS/2022-23/R/3,169405,receipt,Direct Receipts,2022-08-18,August,227700.0
9150,119936,2022-2023,NOAPS/2022-23/R/4,169409,receipt,Direct Receipts,2022-08-18,August,149500.0
9151,119936,2022-2023,NOAPS/2022-23/R/5,169416,receipt,Direct Receipts,2022-08-18,August,12700.0
9152,119936,2022-2023,NOAPS/2022-23/R/6,169422,receipt,Direct Receipts,2022-08-18,August,148.0
9153,119936,2022-2023,NOAPS/2022-23/R/7,169425,receipt,Direct Receipts,2022-08-18,August,124100.0
9154,119936,2022-2023,NOAPS/2022-23/R/8,169427,receipt,Direct Receipts,2022-08-18,August,21600.0
9155,119936,2022-2023,PDS/2022-23/R/1,169066,receipt,Direct Receipts,2022-08-20,August,60747.0
9156,119936,2022-2023,OWN/2022-23/R/10,168549,receipt,Direct Receipts,2022-08-22,August,17500.0
9157,119936,2022-2023,OWN/2022-23/R/11,168550,receipt,Direct Receipts,2022-08-22,August,5700.0
9158,119936,2022-2023,OWN/2022-23/R/12,168551,receipt,Direct Receipts,2022-08-22,August,6600.0
9159,119936,2022-2023,OWN/2022-23/R/13,168552,receipt,Direct Receipts,2022-08-22,August,4600.0
9160,119936,2022-2023,OWN/2022-23/R/14,168553,receipt,Direct Receipts,2022-08-22,August,160000.0
9161,119936,2022-2023,OWN/2022-23/R/15,168554,receipt,Direct Receipts,2022-08-22,August,1400.0
9162,119936,2022-2023,OWN/2022-23/R/16,168555,receipt,Direct Receipts,2022-08-22,August,4500.0
9163,119936,2022-2023,OWN/2022-23/R/4,168543,receipt,Direct Receipts,2022-08-22,August,6000.0
9164,119936,2022-2023,OWN/2022-23/R/5,168544,receipt,Direct Receipts,2022-08-22,August,3900.0
9165,119936,2022-2023,OWN/2022-23/R/6,168545,receipt,Direct Receipts,2022-08-22,August,2100.0
9166,119936,2022-2023,OWN/2022-23/R/7,168546,receipt,Direct Receipts,2022-08-22,August,5600.0
9167,119936,2022-2023,OWN/2022-23/R/8,168547,receipt,Direct Receipts,2022-08-22,August,26500.0
9168,119936,2022-2023,OWN/2022-23/R/9,168548,receipt,Direct Receipts,2022-08-22,August,5600.0
9169,119936,2022-2023,NOAPS/2022-23/R/9,169430,receipt,Direct Receipts,2022-08-30,August,160600.0
9170,119936,2022-2023,PDS/2022-23/R/2,169070,receipt,Direct Receipts,2022-08-30,August,10400.0
9171,119936,2022-2023,OWN/2022-23/R/17,168556,receipt,Direct Receipts,2022-09-06,September,6000.0
9172,119936,2022-2023,OWN/2022-23/R/18,168557,receipt,Direct Receipts,2022-09-09,September,6000.0
9173,119936,2022-2023,OWN/2022-23/R/19,168558,receipt,Direct Receipts,2022-09-13,September,3000.0
9174,119936,2022-2023,OWN/2022-23/R/20,168559,receipt,Direct Receipts,2022-09-14,September,7500.0
9175,119936,2022-2023,OWN/2022-23/R/21,168560,receipt,Direct Receipts,2022-09-14,September,4300.0
9176,119936,2022-2023,OWN/2022-23/R/22,168561,receipt,Direct Receipts,2022-09-19,September,3000.0
9177,119936,2022-2023,OWN/2022-23/R/23,168562,receipt,Direct Receipts,2022-09-19,September,6200.0
9178,119936,2022-2023,OWN/2022-23/R/24,168563,receipt,Direct Receipts,2022-09-24,September,1164.0
9179,119936,2022-2023,NOAPS/2022-23/R/10,169435,receipt,Direct Receipts,2022-09-30,September,146100.0
9180,119936,2022-2023,NOAPS/2022-23/R/11,169437,receipt,Direct Receipts,2022-09-30,September,50.0
9181,119936,2022-2023,OWN/2022-23/R/25,168564,receipt,Direct Receipts,2022-09-30,September,5265.0
9182,119936,2022-2023,OWN/2022-23/R/26,168565,receipt,Direct Receipts,2022-10-19,October,2000.0
9183,119936,2022-2023,OWN/2022-23/R/27,168566,receipt,Direct Receipts,2022-10-21,October,83000.0
9184,119936,2022-2023,OWN/2022-23/R/28,168569,receipt,Direct Receipts,2022-10-29,October,12000.0
9185,119936,2022-2023,NOAPS/2022-23/R/12,169442,receipt,Direct Receipts,2022-10-30,October,164343.0
9186,119936,2022-2023,PDS/2022-23/R/3,169086,receipt,Direct Receipts,2022-10-30,October,118687.0
9187,119936,2022-2023,OWN/2022-23/R/29,168570,receipt,Direct Receipts,2022-10-31,October,50000.0
9188,119936,2022-2023,OWN/2022-23/R/30,168682,receipt,Direct Receipts,2022-11-02,November,21000.0
9189,119936,2022-2023,OWN/2022-23/R/31,168683,receipt,Direct Receipts,2022-11-02,November,3000.0
9190,119936,2022-2023,PDS/2022-23/R/4,169094,receipt,Direct Receipts,2022-11-11,November,82670.0
9191,119936,2022-2023,OWN/2022-23/R/32,168684,receipt,Direct Receipts,2022-11-12,November,20000.0
9192,119936,2022-2023,NOAPS/2022-23/R/13,169516,receipt,Direct Receipts,2022-11-18,November,100000.0
9193,119936,2022-2023,PDS/2022-23/R/5,169098,receipt,Direct Receipts,2022-11-18,November,35.0
9194,119936,2022-2023,PDS/2022-23/R/6,169105,receipt,Direct Receipts,2022-11-19,November,39461.0
9195,119936,2022-2023,NOAPS/2022-23/R/14,169523,receipt,Direct Receipts,2022-11-30,November,166000.0
9196,119936,2022-2023,PDS/2022-23/R/7,169112,receipt,Direct Receipts,2022-11-30,November,118100.0
9197,119936,2022-2023,PDS/2022-23/R/8,169123,receipt,Direct Receipts,2022-11-30,November,6850.0
9198,119936,2022-2023,NOAPS/2022-23/R/15,169525,receipt,Direct Receipts,2022-12-01,December,225200.0
9199,119936,2022-2023,OWN/2022-23/R/33,168686,receipt,Direct Receipts,2022-12-04,December,10000.0
9200,119936,2022-2023,OWN/2022-23/R/34,168687,receipt,Direct Receipts,2022-12-04,December,10500.0
9201,119936,2022-2023,OWN/2022-23/R/35,168689,receipt,Direct Receipts,2022-12-04,December,500.0
9202,119936,2022-2023,OWN/2022-23/R/36,168691,receipt,Direct Receipts,2022-12-07,December,2000.0
9203,119936,2022-2023,XVFC/2022-23/R/3,185409,receipt,Reverse Receipt -PFMS,2022-12-15,December,467192.0
9204,119936,2022-2023,XVFC/2022-23/R/4,185410,receipt,Reverse Receipt -PFMS,2022-12-15,December,700790.0
9205,119936,2022-2023,OWN/2022-23/R/37,168692,receipt,Direct Receipts,2022-12-17,December,1000.0
9206,119936,2022-2023,NOAPS/2022-23/R/16,169532,receipt,Direct Receipts,2022-12-31,December,1000.0
9207,119936,2022-2023,NOAPS/2022-23/R/17,169535,receipt,Direct Receipts,2022-12-31,December,104.0
9208,119936,2022-2023,OWN/2022-23/R/38,168695,receipt,Direct Receipts,2022-12-31,December,20000.0
9209,119936,2022-2023,OWN/2022-23/R/39,168696,receipt,Direct Receipts,2022-12-31,December,20000.0
9210,119936,2022-2023,OWN/2022-23/R/40,168697,receipt,Direct Receipts,2022-12-31,December,20000.0
9211,119936,2022-2023,OWN/2022-23/R/41,168698,receipt,Direct Receipts,2022-12-31,December,3000.0
9212,119936,2022-2023,OWN/2022-23/R/42,168700,receipt,Direct Receipts,2022-12-31,December,2994.0
9213,119936,2022-2023,OWN/2022-23/R/43,168701,receipt,Direct Receipts,2022-12-31,December,888.0
9214,119936,2022-2023,PDS/2022-23/R/9,169133,receipt,Direct Receipts,2023-01-31,January,41315.0
9215,119936,2022-2023,FFC/2022-23/R/1,190402,receipt,Direct Receipts,2023-03-15,March,340000.0
9216,119936,2022-2023,5THSFC/2022-23/R/1,197960,receipt,Direct Receipts,2023-03-24,March,1233240.0
9217,119936,2022-2023,OWN/2022-23/R/45,307084,receipt,Direct Receipts,2023-03-29,March,12000.0
9218,119936,2022-2023,OWN/2022-23/R/46,307085,receipt,Direct Receipts,2023-03-29,March,57500.0
9219,119936,2022-2023,OWN/2022-23/R/47,307087,receipt,Direct Receipts,2023-03-29,March,405100.0
9220,119936,2022-2023,OWN/2022-23/R/48,307089,receipt,Direct Receipts,2023-03-29,March,23000.0
9221,119936,2022-2023,OWN/2022-23/R/49,307091,receipt,Direct Receipts,2023-03-29,March,10500.0
9222,119936,2022-2023,OWN/2022-23/R/50,307094,receipt,Direct Receipts,2023-03-29,March,10000.0
9223,119936,2022-2023,PDS/2022-23/R/10,307054,receipt,Direct Receipts,2023-03-29,March,10000.0
9224,119936,2022-2023,PDS/2022-23/R/11,307061,receipt,Direct Receipts,2023-03-29,March,3389.0
9225,119936,2022-2023,PDS/2022-23/R/12,307064,receipt,Direct Receipts,2023-03-29,March,216285.0
9226,119936,2022-2023,PDS/2022-23/R/13,307071,receipt,Direct Receipts,2023-03-29,March,21100.0
9227,119936,2022-2023,PDS/2022-23/R/14,307075,receipt,Direct Receipts,2023-03-29,March,15000.0
9228,119936,2022-2023,NOAPS/2022-23/R/18,307127,receipt,Direct Receipts,2023-03-31,March,150000.0
9229,119936,2022-2023,NOAPS/2022-23/R/19,307128,receipt,Direct Receipts,2023-03-31,March,36.0
9230,119936,2022-2023,OWN/2022-23/R/51,307096,receipt,Direct Receipts,2023-03-31,March,2842.0
9231,119936,2022-2023,OWN/2022-23/R/52,307097,receipt,Direct Receipts,2023-03-31,March,5000.0
9232,119936,2022-2023,PDS/2022-23/R/15,307079,receipt,Direct Receipts,2023-03-31,March,49100.0
9233,119936,2022-2023,PDS/2022-23/R/16,307081,receipt,Direct Receipts,2023-03-31,March,4085.0
9234,119936,2022-2023,5THSFC/2022-23/P/1,70832,payment,Expenditures,2022-06-02,June,48000.0
9235,119936,2022-2023,FFC/2022-23/P/1,70773,payment,Expenditures,2022-06-02,June,79015.0
9236,119936,2022-2023,FFC/2022-23/P/2,70777,payment,Expenditures,2022-06-02,June,78085.0
9237,119936,2022-2023,FFC/2022-23/P/3,70784,payment,Expenditures,2022-06-02,June,78121.0
9238,119936,2022-2023,FFC/2022-23/P/4,70789,payment,Expenditures,2022-06-02,June,242681.0
9239,119936,2022-2023,FFC/2022-23/P/5,70792,payment,Expenditures,2022-06-02,June,144444.0
9240,119936,2022-2023,XVFC/2022-23/P/1,70799,payment,Expenditures,2022-06-02,June,28146.0
9241,119936,2022-2023,XVFC/2022-23/P/2,70818,payment,Expenditures,2022-06-02,June,81890.0
9242,119936,2022-2023,XVFC/2022-23/P/3,70826,payment,Expenditures,2022-06-02,June,119383.0
